STATE,ALL_VAL_MO,E_COMMODITY,E_COMMODITY_LDESC,YEAR,MONTH,E_COMMODITY
FL,100692,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,01,040110
PR,628606,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,01,040110
UT,17354,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,01,040110
WI,2707,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,01,040110
-,464850,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
AZ,58658,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
CA,8930,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
FL,249179,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
GA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
HI,3003,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
IA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
IL,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
MA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
MD,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
MI,4945,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
MN,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
NY,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
OH,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
OR,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
PR,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
TN,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
TX,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
UT,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
VA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
VT,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
WA,89441,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
WI,50694,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
XX,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2016,11,040110
FL,44723,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
-,630881,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
AZ,64120,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
CA,392439,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
CT,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
DC,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
GA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
HI,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
IL,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
MA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
MD,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
MI,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
MO,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
NC,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
PR,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
NJ,4000,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
NY,20000,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
PA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
SC,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
TN,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
TX,19701,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
UT,20816,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
VT,65082,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
WA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
WI,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2017,09,040110
IL,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
-,1802037,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
AZ,44396,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
CA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
FL,50062,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
GA,26087,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
KS,303400,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
MA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
MD,3800,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
NC,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
NJ,14100,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
NY,523581,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
PA,5536,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
PR,763304,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
TX,67771,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
UT,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
WA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,06,040110
UT,11988,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,02,040110
-,169622,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,02,040110
CA,84816,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,02,040110
CT,42611,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,02,040110
FL,30207,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,02,040110
PR,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,02,040110
TX,6109,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2022,01,040110
-,542968,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2022,01,040110
AZ,48988,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2022,01,040110
CA,5280,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2022,01,040110
FL,46141,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2022,01,040110
PR,415903,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2022,01,040110
UT,20547,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2022,01,040110
-,270388,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,10,040110
CA,58042,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,10,040110
CT,20176,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,10,040110
FL,18832,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,10,040110
MA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,10,040110
MO,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,10,040110
PR,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,10,040110
TX,150603,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,10,040110
UT,19180,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,10,040110
VT,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,10,040110
WA,3555,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,10,040110
WI,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2013,10,040110
GA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
-,375521,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
AZ,79589,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
CA,55925,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
CO,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
FL,78100,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
IL,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
KS,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
MA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
MI,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
MN,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
NY,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
OH,3080,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
PA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
PR,158827,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
SC,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
TN,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
TX,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
UT,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
WA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
WI,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,10,040110
GA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
-,619149,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
AZ,43320,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
CA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
CO,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
FL,21777,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
IL,112414,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
KS,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
MA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
MD,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
NC,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
NJ,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
NY,122726,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
PA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
PR,175000,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
TX,65252,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
UT,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
WA,78660,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2021,08,040110
TX,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2014,03,040110
-,412207,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2014,03,040110
CA,230334,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2014,03,040110
FL,35592,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2014,03,040110
IL,17257,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2014,03,040110
MA,5318,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2014,03,040110
UT,39032,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2014,03,040110
WA,84674,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2014,03,040110
MD,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2018,02,040110
-,1698902,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2018,02,040110
AZ,64678,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2018,02,040110
CA,1259015,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2018,02,040110
CT,4000,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2018,02,040110
FL,156859,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2018,02,040110
MI,2938,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2018,02,040110
NJ,9319,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2018,02,040110
NY,16560,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2018,02,040110
PR,48387,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2018,02,040110
TX,118200,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2018,02,040110
UT,18946,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2018,02,040110
WA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2018,02,040110
WI,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2018,02,040110
-,547258,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,12,040110
AZ,54091,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,12,040110
CA,52571,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,12,040110
CO,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,12,040110
FL,107824,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,12,040110
GA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,12,040110
IL,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,12,040110
KS,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,12,040110
MA,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,12,040110
MI,0,040110,"MILK AND CREAM, NOT CONCENTRATED NOR SWEETENED, OF A FAT CONTENT, BY WEIGHT, NOT EXCEEDING 1%",2019,12,040110
